ship,depPort,arrPort,route,scheduled_departure,estimated_departure,actual_departure,scheduled_arrival,estimated_arrival,actual_arrival,departure_delay_hours,scheduled_transit_hours,actual_transit_hours,avg_speed_knots,arrival_delay_hours
Star,EETLL,FIHEL,EETLL → FIHEL,2018-11-11 08:30:00+00:00,2018-11-11 08:30:00+00:00,2018-11-11 08:20:39+00:00,2018-11-11 10:30:00+00:00,2018-11-11 10:36:00+00:00,2018-11-11 11:02:00+00:00,-0.15583333333333332,2.0,2.6891666666666665,19.54108527131783,0.5333333333333333
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2018-11-12 04:00:00+00:00,2018-11-12 04:00:00+00:00,2018-11-12 03:55:09+00:00,2018-11-12 06:15:00+00:00,2018-11-12 06:10:00+00:00,2018-11-12 06:44:00+00:00,-0.08083333333333333,2.25,2.8141666666666665,19.953676470588235,0.48333333333333334
Star,FIHEL,EETLL,FIHEL → EETLL,2018-11-12 11:30:00+00:00,2018-11-12 11:30:00+00:00,2018-11-12 11:19:58+00:00,2018-11-12 13:30:00+00:00,2018-11-12 13:31:00+00:00,2018-11-12 13:30:00+00:00,-0.16722222222222222,2.0,2.167222222222222,20.5515873015873,0.0
Megastar,FIHEL,EETLL,FIHEL → EETLL,2018-11-12 20:30:00+00:00,2018-11-12 20:30:00+00:00,2018-11-12 20:19:55+00:00,2018-11-12 22:30:00+00:00,2018-11-12 22:27:00+00:00,2018-11-12 22:33:00+00:00,-0.16805555555555557,2.0,2.2180555555555554,20.16991150442478,0.05
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2018-12-01 04:00:00+00:00,2018-12-01 04:00:00+00:00,2018-11-30 23:31:28+00:00,2018-12-01 06:15:00+00:00,2018-12-01 06:05:00+00:00,2018-12-01 06:23:00+00:00,-4.475555555555555,2.25,6.858888888888889,19.46029411764706,0.13333333333333333
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2018-12-02 07:00:00+00:00,2018-12-02 07:00:00+00:00,2018-12-02 06:49:07+00:00,2018-12-02 09:15:00+00:00,2018-12-02 08:57:00+00:00,2018-12-02 09:03:00+00:00,-0.18138888888888888,2.25,2.231388888888889,19.58970588235294,-0.2
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2018-12-02 13:15:00+00:00,2018-12-02 13:15:00+00:00,2018-12-02 13:09:02+00:00,2018-12-02 15:30:00+00:00,2018-12-02 15:17:00+00:00,2018-12-02 15:14:00+00:00,-0.09944444444444445,2.25,2.082777777777778,19.416666666666668,-0.26666666666666666
Megastar,FIHEL,EETLL,FIHEL → EETLL,2018-12-02 14:30:00+00:00,2018-12-02 14:30:00+00:00,2018-12-02 14:18:21+00:00,2018-12-02 16:30:00+00:00,2018-12-02 16:26:00+00:00,2018-12-02 16:29:00+00:00,-0.19416666666666665,2.0,2.1775,20.404615384615383,-0.016666666666666666
Megastar,EETLL,FIHEL,EETLL → FIHEL,2018-12-02 17:30:00+00:00,2018-12-02 17:30:00+00:00,2018-12-02 17:17:12+00:00,2018-12-02 18:30:00+00:00,2018-12-02 19:27:00+00:00,2018-12-02 19:34:00+00:00,-0.21333333333333335,1.0,2.28,20.66,1.0666666666666667
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2018-12-03 13:15:00+00:00,2018-12-03 13:16:00+00:00,2018-12-03 13:16:58+00:00,2018-12-03 15:30:00+00:00,2018-12-03 15:24:00+00:00,2018-12-03 15:24:00+00:00,0.03277777777777778,2.25,2.1172222222222223,21.223387096774196,-0.1
Megastar,FIHEL,EETLL,FIHEL → EETLL,2018-12-04 14:30:00+00:00,2018-12-04 14:30:00+00:00,2018-12-04 14:17:18+00:00,2018-12-04 16:30:00+00:00,2018-12-04 16:25:00+00:00,2018-12-04 16:29:00+00:00,-0.21166666666666667,2.0,2.195,20.23307692307693,-0.016666666666666666
Star,FIHEL,EETLL,FIHEL → EETLL,2018-12-05 05:30:00+00:00,2018-12-05 05:30:00+00:00,2018-12-05 05:19:06+00:00,2018-12-05 07:30:00+00:00,2018-12-05 07:30:00+00:00,2018-12-05 07:31:00+00:00,-0.18166666666666667,2.0,2.1983333333333333,20.428125,0.016666666666666666
Megastar,EETLL,FIHEL,EETLL → FIHEL,2018-12-05 17:30:00+00:00,2018-12-05 17:30:00+00:00,2018-12-05 17:17:12+00:00,2018-12-05 18:30:00+00:00,2018-12-05 19:27:00+00:00,2018-12-05 19:30:00+00:00,-0.21333333333333335,1.0,2.2133333333333334,18.58135593220339,1.0
Star,EETLL,FIHEL,EETLL → FIHEL,2018-12-07 14:30:00+00:00,2018-12-07 14:30:00+00:00,2018-12-07 14:20:09+00:00,2018-12-07 16:30:00+00:00,2018-12-07 16:35:00+00:00,2018-12-07 16:58:00+00:00,-0.16416666666666666,2.0,2.6308333333333334,20.0234375,0.4666666666666667
Megastar,FIHEL,EETLL,FIHEL → EETLL,2018-12-07 14:30:00+00:00,2018-12-07 14:30:00+00:00,2018-12-07 14:19:13+00:00,2018-12-07 16:30:00+00:00,2018-12-07 16:27:00+00:00,2018-12-07 16:27:00+00:00,-0.17972222222222223,2.0,2.129722222222222,21.052419354838708,-0.05
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2018-12-08 04:00:00+00:00,2018-12-08 04:00:00+00:00,2018-12-08 03:52:05+00:00,2018-12-08 06:15:00+00:00,2018-12-08 06:07:00+00:00,2018-12-08 06:37:00+00:00,-0.13194444444444445,2.25,2.748611111111111,19.194285714285712,0.36666666666666664
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2018-12-08 16:30:00+00:00,2018-12-08 16:30:00+00:00,2018-12-08 16:22:08+00:00,2018-12-08 19:00:00+00:00,2018-12-08 18:37:00+00:00,2018-12-08 19:17:00+00:00,-0.13111111111111112,2.5,2.9144444444444444,16.869182389937105,0.2833333333333333
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2018-12-10 04:00:00+00:00,2018-12-10 04:00:00+00:00,2018-12-10 03:53:06+00:00,2018-12-10 06:15:00+00:00,2018-12-10 06:07:00+00:00,2018-12-10 06:34:00+00:00,-0.115,2.25,2.6816666666666666,19.1863309352518,0.31666666666666665
Star,EETLL,FIHEL,EETLL → FIHEL,2018-12-10 08:30:00+00:00,2018-12-10 08:30:00+00:00,2018-12-10 08:23:04+00:00,2018-12-10 10:30:00+00:00,2018-12-10 10:38:00+00:00,2018-12-10 11:09:00+00:00,-0.11555555555555555,2.0,2.7655555555555558,20.573387096774194,0.65
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2018-12-11 04:00:00+00:00,2018-12-11 04:00:00+00:00,2018-12-11 03:53:04+00:00,2018-12-11 06:15:00+00:00,2018-12-11 06:07:00+00:00,2018-12-11 06:30:00+00:00,-0.11555555555555555,2.25,2.6155555555555554,19.059574468085103,0.25
Megastar,EETLL,FIHEL,EETLL → FIHEL,2018-12-11 11:30:00+00:00,2018-12-11 11:30:00+00:00,2018-12-11 11:19:14+00:00,2018-12-11 13:30:00+00:00,2018-12-11 13:32:00+00:00,2018-12-11 13:58:00+00:00,-0.17944444444444443,2.0,2.6461111111111113,20.141984732824422,0.4666666666666667
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2018-12-11 16:30:00+00:00,2018-12-11 16:30:00+00:00,2018-12-11 16:27:12+00:00,2018-12-11 19:00:00+00:00,2018-12-11 18:42:00+00:00,2018-12-11 19:22:00+00:00,-0.04666666666666667,2.5,2.9133333333333336,17.762,0.36666666666666664
Star,FIHEL,EETLL,FIHEL → EETLL,2018-12-11 17:30:00+00:00,2018-12-11 17:30:00+00:00,2018-12-11 17:19:12+00:00,2018-12-11 19:30:00+00:00,2018-12-11 19:31:00+00:00,2018-12-11 19:39:00+00:00,-0.18,2.0,2.33,20.55390625,0.15
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2018-12-12 16:30:00+00:00,2018-12-12 16:40:00+00:00,2018-12-12 16:40:06+00:00,2018-12-12 19:00:00+00:00,2018-12-12 18:55:00+00:00,2018-12-12 19:38:00+00:00,0.16833333333333333,2.5,2.965,19.59926470588235,0.6333333333333333
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-01-04 17:30:00+00:00,2019-01-04 17:30:00+00:00,2019-01-04 17:17:13+00:00,2019-01-04 19:30:00+00:00,2019-01-04 19:31:00+00:00,2019-01-04 20:00:00+00:00,-0.21305555555555555,2.0,2.7130555555555556,19.481954887218045,0.5
Europa,EETLL,FIHEL,EETLL → FIHEL,2019-01-05 10:30:00+00:00,2019-01-05 10:38:00+00:00,2019-01-05 10:38:12+00:00,2019-01-05 14:00:00+00:00,2019-01-05 13:57:00+00:00,2019-01-05 14:28:00+00:00,0.13666666666666666,3.5,3.83,13.720618556701032,0.4666666666666667
Europa,FIHEL,EETLL,FIHEL → EETLL,2019-01-05 16:30:00+00:00,2019-01-05 16:30:00+00:00,2019-01-05 16:30:13+00:00,2019-01-05 20:00:00+00:00,2019-01-05 19:39:00+00:00,2019-01-05 19:45:00+00:00,0.003611111111111111,3.5,3.2463888888888888,13.783838383838384,-0.25
Star,EETLL,FIHEL,EETLL → FIHEL,2019-01-07 14:30:00+00:00,2019-01-07 14:30:00+00:00,2019-01-07 14:26:11+00:00,2019-01-07 16:30:00+00:00,2019-01-07 16:42:00+00:00,2019-01-07 17:09:00+00:00,-0.0636111111111111,2.0,2.713611111111111,22.185344827586206,0.65
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-01-07 17:30:00+00:00,2019-01-07 17:30:00+00:00,2019-01-07 16:32:38+00:00,2019-01-07 19:30:00+00:00,2019-01-07 18:39:00+00:00,2019-01-07 19:06:00+00:00,-0.9561111111111111,2.0,2.556111111111111,20.45,-0.4
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-01-09 08:30:00+00:00,2019-01-09 08:30:00+00:00,2019-01-09 08:23:12+00:00,2019-01-09 10:30:00+00:00,2019-01-09 10:31:00+00:00,2019-01-09 10:37:00+00:00,-0.11333333333333333,2.0,2.23,22.394915254237286,0.11666666666666667
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-01-10 20:30:00+00:00,2019-01-10 20:37:00+00:00,2019-01-10 20:38:10+00:00,2019-01-10 22:30:00+00:00,2019-01-10 22:46:00+00:00,2019-01-10 22:48:00+00:00,0.1361111111111111,2.0,2.1638888888888888,23.018103448275863,0.3
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-01-12 14:30:00+00:00,2019-01-12 14:30:00+00:00,2019-01-12 14:23:08+00:00,2019-01-12 16:30:00+00:00,2019-01-12 16:30:00+00:00,2019-01-12 16:28:00+00:00,-0.11444444444444445,2.0,2.081111111111111,21.646341463414632,-0.03333333333333333
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2019-02-01 07:00:00+00:00,2019-02-01 07:08:00+00:00,2019-02-01 07:09:14+00:00,2019-02-01 09:15:00+00:00,2019-02-01 09:17:00+00:00,2019-02-01 09:20:00+00:00,0.15388888888888888,2.25,2.1794444444444445,21.80975609756097,0.08333333333333333
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-02-01 10:00:00+00:00,2019-02-01 10:02:00+00:00,2019-02-01 10:02:03+00:00,2019-02-01 12:15:00+00:00,2019-02-01 12:16:00+00:00,2019-02-01 12:47:00+00:00,0.034166666666666665,2.25,2.7491666666666665,19.20863309352518,0.5333333333333333
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-02-01 11:30:00+00:00,2019-02-01 11:30:00+00:00,2019-02-01 11:19:14+00:00,2019-02-01 13:30:00+00:00,2019-02-01 13:32:00+00:00,2019-02-01 13:59:00+00:00,-0.17944444444444443,2.0,2.662777777777778,19.86766917293233,0.48333333333333334
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2019-02-01 13:15:00+00:00,2019-02-01 13:19:00+00:00,2019-02-01 13:20:07+00:00,2019-02-01 15:30:00+00:00,2019-02-01 15:28:00+00:00,2019-02-01 15:35:00+00:00,0.08527777777777777,2.25,2.2480555555555557,21.155555555555555,0.08333333333333333
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2019-02-02 07:00:00+00:00,2019-02-02 07:00:00+00:00,2019-02-02 06:58:10+00:00,2019-02-02 09:15:00+00:00,2019-02-02 09:05:00+00:00,2019-02-02 09:12:00+00:00,-0.030555555555555555,2.25,2.2305555555555556,20.814728682170543,-0.05
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-02-02 14:30:00+00:00,2019-02-02 14:30:00+00:00,2019-02-02 14:18:18+00:00,2019-02-02 16:30:00+00:00,2019-02-02 16:25:00+00:00,2019-02-02 16:31:00+00:00,-0.195,2.0,2.2116666666666664,20.39692307692308,0.016666666666666666
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-02-03 10:00:00+00:00,2019-02-03 10:00:00+00:00,2019-02-03 09:54:10+00:00,2019-02-03 12:15:00+00:00,2019-02-03 12:09:00+00:00,2019-02-03 12:36:00+00:00,-0.09722222222222222,2.25,2.6972222222222224,18.934285714285718,0.35
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-02-04 11:30:00+00:00,2019-02-04 11:30:00+00:00,2019-02-04 11:17:12+00:00,2019-02-04 13:30:00+00:00,2019-02-04 13:31:00+00:00,2019-02-04 14:04:00+00:00,-0.21333333333333335,2.0,2.78,19.40073529411765,0.5666666666666667
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-02-05 05:30:00+00:00,2019-02-05 05:30:00+00:00,2019-02-05 05:24:10+00:00,2019-02-05 07:30:00+00:00,2019-02-05 07:38:00+00:00,2019-02-05 08:03:00+00:00,-0.09722222222222222,2.0,2.647222222222222,19.82330827067669,0.55
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2019-02-05 07:00:00+00:00,2019-02-05 07:11:00+00:00,2019-02-05 07:06:11+00:00,2019-02-05 09:15:00+00:00,2019-02-05 09:14:00+00:00,2019-02-05 09:13:00+00:00,0.10305555555555555,2.25,2.113611111111111,21.4832,-0.03333333333333333
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-02-05 08:30:00+00:00,2019-02-05 08:30:00+00:00,2019-02-05 08:18:13+00:00,2019-02-05 10:30:00+00:00,2019-02-05 10:26:00+00:00,2019-02-05 10:34:00+00:00,-0.1963888888888889,2.0,2.2630555555555554,20.366666666666667,0.06666666666666667
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-02-07 04:00:00+00:00,2019-02-07 04:00:00+00:00,2019-02-07 03:51:11+00:00,2019-02-07 06:15:00+00:00,2019-02-07 06:06:00+00:00,2019-02-07 06:28:00+00:00,-0.14694444444444443,2.25,2.613611111111111,19.06879432624113,0.21666666666666667
Star,FIHEL,EETLL,FIHEL → EETLL,2019-02-07 05:30:00+00:00,2019-02-07 05:30:00+00:00,2019-02-07 05:20:15+00:00,2019-02-07 07:30:00+00:00,2019-02-07 07:32:00+00:00,2019-02-07 07:36:00+00:00,-0.1625,2.0,2.2625,21.4024,0.1
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-02-07 16:30:00+00:00,2019-02-07 16:30:00+00:00,2019-02-07 16:27:12+00:00,2019-02-07 19:00:00+00:00,2019-02-07 18:40:00+00:00,2019-02-07 19:12:00+00:00,-0.04666666666666667,2.5,2.7466666666666666,18.04594594594595,0.2
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-02-08 04:00:00+00:00,2019-02-08 04:00:00+00:00,2019-02-08 03:51:10+00:00,2019-02-08 06:15:00+00:00,2019-02-08 06:06:00+00:00,2019-02-08 06:36:00+00:00,-0.14722222222222223,2.25,2.7472222222222222,20.374809160305343,0.35
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-02-08 08:30:00+00:00,2019-02-08 08:30:00+00:00,2019-02-08 08:18:13+00:00,2019-02-08 10:30:00+00:00,2019-02-08 10:26:00+00:00,2019-02-08 10:29:00+00:00,-0.1963888888888889,2.0,2.1797222222222223,20.53125,-0.016666666666666666
Europa,EETLL,FIHEL,EETLL → FIHEL,2019-02-08 10:30:00+00:00,2019-02-08 10:36:00+00:00,2019-02-08 10:36:11+00:00,2019-02-08 14:00:00+00:00,2019-02-08 13:56:00+00:00,2019-02-08 14:23:00+00:00,0.10305555555555555,3.5,3.7802777777777776,13.35837837837838,0.38333333333333336
Europa,FIHEL,EETLL,FIHEL → EETLL,2019-02-08 16:30:00+00:00,2019-02-08 16:31:00+00:00,2019-02-08 16:31:15+00:00,2019-02-08 20:00:00+00:00,2019-02-08 19:40:00+00:00,2019-02-08 19:54:00+00:00,0.020833333333333332,3.5,3.379166666666667,13.6105,-0.1
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-02-08 17:30:00+00:00,2019-02-08 17:30:00+00:00,2019-02-08 17:18:08+00:00,2019-02-08 19:30:00+00:00,2019-02-08 19:31:00+00:00,2019-02-08 19:54:00+00:00,-0.19777777777777777,2.0,2.597777777777778,20.277099236641224,0.4
Star,FIHEL,EETLL,FIHEL → EETLL,2019-02-09 11:30:00+00:00,2019-02-09 11:30:00+00:00,2019-02-09 11:19:17+00:00,2019-02-09 13:30:00+00:00,2019-02-09 13:31:00+00:00,2019-02-09 13:29:00+00:00,-0.1786111111111111,2.0,2.1619444444444444,21.26428571428572,-0.016666666666666666
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-02-10 16:30:00+00:00,2019-02-10 16:30:00+00:00,2019-02-10 16:29:14+00:00,2019-02-10 19:00:00+00:00,2019-02-10 18:44:00+00:00,2019-02-10 19:08:00+00:00,-0.012777777777777779,2.5,2.6461111111111113,18.336986301369866,0.13333333333333333
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-02-11 04:00:00+00:00,2019-02-11 04:00:00+00:00,2019-02-11 03:56:09+00:00,2019-02-11 06:15:00+00:00,2019-02-11 06:10:00+00:00,2019-02-11 06:47:00+00:00,-0.06416666666666666,2.25,2.8475,20.323664122137405,0.5333333333333333
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-02-11 08:30:00+00:00,2019-02-11 08:30:00+00:00,2019-02-11 08:18:06+00:00,2019-02-11 10:30:00+00:00,2019-02-11 10:26:00+00:00,2019-02-11 10:27:00+00:00,-0.19833333333333333,2.0,2.1483333333333334,20.24580152671756,-0.05
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2019-02-11 19:40:00+00:00,2019-02-11 19:46:00+00:00,2019-02-11 19:47:10+00:00,2019-02-11 21:50:00+00:00,2019-02-11 21:55:00+00:00,2019-02-11 21:55:00+00:00,0.11944444444444445,2.1666666666666665,2.1305555555555555,21.80666666666667,0.08333333333333333
Star,FIHEL,EETLL,FIHEL → EETLL,2019-03-01 05:30:00+00:00,2019-03-01 05:30:00+00:00,2019-03-01 05:21:10+00:00,2019-03-01 07:30:00+00:00,2019-03-01 07:33:00+00:00,2019-03-01 07:37:00+00:00,-0.14722222222222223,2.0,2.263888888888889,20.834375,0.11666666666666667
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2019-03-01 07:00:00+00:00,2019-03-01 07:00:00+00:00,2019-03-01 06:55:19+00:00,2019-03-01 09:15:00+00:00,2019-03-01 09:04:00+00:00,2019-03-01 09:12:00+00:00,-0.07805555555555556,2.25,2.2780555555555555,20.612121212121213,-0.05
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-03-01 08:30:00+00:00,2019-03-01 08:30:00+00:00,2019-03-01 08:18:09+00:00,2019-03-01 10:30:00+00:00,2019-03-01 10:26:00+00:00,2019-03-01 10:19:00+00:00,-0.1975,2.0,2.0141666666666667,20.46875,-0.18333333333333332
Star,EETLL,FIHEL,EETLL → FIHEL,2019-03-01 08:30:00+00:00,2019-03-01 08:30:00+00:00,2019-03-01 08:25:19+00:00,2019-03-01 10:30:00+00:00,2019-03-01 10:41:00+00:00,2019-03-01 11:10:00+00:00,-0.07805555555555556,2.0,2.7447222222222223,21.29837398373984,0.6666666666666666
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-03-01 10:00:00+00:00,2019-03-01 10:00:00+00:00,2019-03-01 09:55:12+00:00,2019-03-01 12:15:00+00:00,2019-03-01 12:10:00+00:00,2019-03-01 12:33:00+00:00,-0.08,2.25,2.63,20.586046511627902,0.3
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-03-01 16:30:00+00:00,2019-03-01 16:30:00+00:00,2019-03-01 16:29:54+00:00,2019-03-01 19:00:00+00:00,2019-03-01 18:43:00+00:00,2019-03-01 19:17:00+00:00,-0.0016666666666666668,2.5,2.785,18.57972027972028,0.2833333333333333
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-03-01 17:30:00+00:00,2019-03-01 17:30:00+00:00,2019-03-01 17:17:22+00:00,2019-03-01 19:30:00+00:00,2019-03-01 19:31:00+00:00,2019-03-01 19:58:00+00:00,-0.21055555555555555,2.0,2.6772222222222224,19.71268656716418,0.4666666666666667
Star,FIHEL,EETLL,FIHEL → EETLL,2019-03-01 17:30:00+00:00,2019-03-01 17:30:00+00:00,2019-03-01 17:19:08+00:00,2019-03-01 19:30:00+00:00,2019-03-01 19:30:00+00:00,2019-03-01 19:31:00+00:00,-0.1811111111111111,2.0,2.1977777777777776,20.93070866141732,0.016666666666666666
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-03-03 05:30:00+00:00,2019-03-03 05:30:00+00:00,2019-03-03 05:19:14+00:00,2019-03-03 07:30:00+00:00,2019-03-03 07:32:00+00:00,2019-03-03 08:02:00+00:00,-0.17944444444444443,2.0,2.7127777777777777,19.805263157894736,0.5333333333333333
Star,EETLL,FIHEL,EETLL → FIHEL,2019-03-03 08:30:00+00:00,2019-03-03 08:30:00+00:00,2019-03-03 08:18:12+00:00,2019-03-03 10:30:00+00:00,2019-03-03 10:34:00+00:00,2019-03-03 11:01:00+00:00,-0.19666666666666666,2.0,2.7133333333333334,19.926315789473684,0.5166666666666667
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-03-03 08:30:00+00:00,2019-03-03 08:30:00+00:00,2019-03-03 08:18:12+00:00,2019-03-03 10:30:00+00:00,2019-03-03 10:26:00+00:00,2019-03-03 10:27:00+00:00,-0.19666666666666666,2.0,2.1466666666666665,20.420769230769228,-0.05
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-03-03 16:30:00+00:00,2019-03-03 16:30:00+00:00,2019-03-03 16:28:08+00:00,2019-03-03 19:00:00+00:00,2019-03-03 18:43:00+00:00,2019-03-03 19:22:00+00:00,-0.03111111111111111,2.5,2.897777777777778,18.35586206896552,0.36666666666666664
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-03-04 04:00:00+00:00,2019-03-04 04:00:00+00:00,2019-03-04 03:55:00+00:00,2019-03-04 06:15:00+00:00,2019-03-04 06:09:00+00:00,2019-03-04 06:40:00+00:00,-0.08333333333333333,2.25,2.75,19.9,0.4166666666666667
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-03-04 05:30:00+00:00,2019-03-04 05:30:00+00:00,2019-03-04 05:18:07+00:00,2019-03-04 07:30:00+00:00,2019-03-04 07:31:00+00:00,2019-03-04 07:57:00+00:00,-0.19805555555555557,2.0,2.6480555555555556,19.82556390977444,0.45
Star,EETLL,FIHEL,EETLL → FIHEL,2019-03-04 08:30:00+00:00,2019-03-04 08:30:00+00:00,2019-03-04 08:21:14+00:00,2019-03-04 10:30:00+00:00,2019-03-04 10:36:00+00:00,2019-03-04 11:05:00+00:00,-0.1461111111111111,2.0,2.7294444444444443,20.63228346456693,0.5833333333333334
Star,EETLL,FIHEL,EETLL → FIHEL,2019-03-04 14:30:00+00:00,2019-03-04 14:30:00+00:00,2019-03-04 14:18:13+00:00,2019-03-04 16:30:00+00:00,2019-03-04 16:34:00+00:00,2019-03-04 17:06:00+00:00,-0.1963888888888889,2.0,2.796388888888889,20.471875,0.6
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-03-06 20:30:00+00:00,2019-03-06 20:30:00+00:00,2019-03-06 20:17:00+00:00,2019-03-06 22:30:00+00:00,2019-03-06 22:24:00+00:00,2019-03-06 22:34:00+00:00,-0.21666666666666667,2.0,2.283333333333333,20.888188976377958,0.06666666666666667
Star,FIHEL,EETLL,FIHEL → EETLL,2019-03-07 05:30:00+00:00,2019-03-07 05:30:00+00:00,2019-03-07 05:19:06+00:00,2019-03-07 07:30:00+00:00,2019-03-07 07:31:00+00:00,2019-03-07 07:35:00+00:00,-0.18166666666666667,2.0,2.265,20.8625,0.08333333333333333
Finlandia,FIHEL,EETLL,FIHEL → EETLL,2019-03-07 19:40:00+00:00,2019-03-07 19:54:00+00:00,2019-03-07 19:54:13+00:00,2019-03-07 21:50:00+00:00,2019-03-07 22:02:00+00:00,2019-03-07 22:12:00+00:00,0.23694444444444446,2.1666666666666665,2.296388888888889,22.36916666666667,0.36666666666666664
Star,FIHEL,EETLL,FIHEL → EETLL,2019-03-08 05:30:00+00:00,2019-03-08 05:30:00+00:00,2019-03-08 05:19:13+00:00,2019-03-08 07:30:00+00:00,2019-03-08 07:31:00+00:00,2019-03-08 07:37:00+00:00,-0.17972222222222223,2.0,2.296388888888889,21.19126984126984,0.11666666666666667
Europa,EETLL,FIHEL,EETLL → FIHEL,2019-03-08 10:30:00+00:00,2019-03-08 10:34:00+00:00,2019-03-08 10:35:10+00:00,2019-03-08 14:00:00+00:00,2019-03-08 13:53:00+00:00,2019-03-08 14:22:00+00:00,0.08611111111111111,3.5,3.7805555555555554,13.451515151515151,0.36666666666666664
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-03-08 11:30:00+00:00,2019-03-08 11:30:00+00:00,2019-03-08 11:18:15+00:00,2019-03-08 13:30:00+00:00,2019-03-08 13:31:00+00:00,2019-03-08 13:56:00+00:00,-0.19583333333333333,2.0,2.629166666666667,19.70820895522388,0.43333333333333335
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-03-08 17:30:00+00:00,2019-03-08 17:30:00+00:00,2019-03-08 17:18:09+00:00,2019-03-08 19:30:00+00:00,2019-03-08 19:31:00+00:00,2019-03-08 19:57:00+00:00,-0.1975,2.0,2.6475,20.32923076923077,0.45
Megastar,FIHEL,EETLL,FIHEL → EETLL,2019-03-10 14:30:00+00:00,2019-03-10 14:30:00+00:00,2019-03-10 14:18:01+00:00,2019-03-10 16:30:00+00:00,2019-03-10 16:25:00+00:00,2019-03-10 16:28:00+00:00,-0.19972222222222222,2.0,2.1663888888888887,20.9496062992126,-0.03333333333333333
Megastar,EETLL,FIHEL,EETLL → FIHEL,2019-03-11 05:30:00+00:00,2019-03-11 05:30:00+00:00,2019-03-11 05:18:05+00:00,2019-03-11 07:30:00+00:00,2019-03-11 07:31:00+00:00,2019-03-11 08:03:00+00:00,-0.1986111111111111,2.0,2.748611111111111,19.53925925925926,0.55
Finlandia,EETLL,FIHEL,EETLL → FIHEL,2019-03-11 16:30:00+00:00,2019-03-11 16:34:00+00:00,2019-03-11 16:34:14+00:00,2019-03-11 19:00:00+00:00,2019-03-11 18:49:00+00:00,2019-03-11 19:32:00+00:00,0.07055555555555555,2.5,2.9627777777777777,18.948936170212768,0.5333333333333333
Star,FIHEL,EETLL,FIHEL → EETLL,2019-03-12 05:30:00+00:00,2019-03-12 05:30:00+00:00,2019-03-12 05:19:12+00:00,2019-03-12 07:30:00+00:00,2019-03-12 07:30:00+00:00,2019-03-12 07:31:00+00:00,-0.18,2.0,2.1966666666666668,20.79453125,0.016666666666666666
